título,organismo,creado,actualizado,sector,idioma,coberturageográfica,frecuenciadeactualización,urldocumentacion,urlnormativa,descargas,visitas,clasificación,url
Índice de precios al consumidor ingresos altos y variación en Cali 1998-2016,Departamento Administrativo de Planeación Municipal,2018-10-30T13:29:24.420720,2018-11-27T18:03:51.156096,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,8,19,1,http://datos.cali.gov.co/dataset/indice-de-precios-al-consumidor-ingresos-altos-y-variacion-en-cali-1998-2016
"Índice de precios al consumidor en Cali, según grupos de bienes y servicios cifras totales 1989-2016",Departamento Administrativo de Planeación Municipal,2018-10-30T13:33:15.980014,2018-11-27T18:03:36.544634,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,8,28,4,http://datos.cali.gov.co/dataset/indice-de-precios-al-consumidor-en-cali-segun-grupos-de-bienes-y-servicios-cifras-totales-1989-2016
"Índice de precios al consumidor en Cali, según grupos de bienes y servicios por nivel de ingreso medio 1990-2016",Departamento Administrativo de Planeación Municipal,2018-10-30T13:41:15.744391,2018-11-27T18:03:13.813220,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,7,26,4,http://datos.cali.gov.co/dataset/indice-precios-al-consumidor-cali-segun-grupos-bienes-servicios-por-nivel-ingreso-medio-1990-2016
"Índice de precios al consumidor en Cali, según grupos de bienes y servicios por nivel de ingreso bajo 1990-2016",Departamento Administrativo de Planeación Municipal,2018-10-30T13:47:23.733660,2018-11-27T18:02:56.206134,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,3,16,1,http://datos.cali.gov.co/dataset/indice-precios-al-consumidor-cali-segun-grupos-bienes-servicios-por-nivel-ingreso-bajo-1990-2016
Estratificación socioeconómica rural en Cali 2015,Departamento Administrativo de Planeación Municipal,2018-10-30T13:53:31.344504,2018-11-27T18:02:40.208947,Planeación,Español,Municipal,No aplica,No aplica,No aplica,29,84,5,http://datos.cali.gov.co/dataset/estratificacion-socioeconomica-rural-en-cali-2015
Distribución de vivienda por centro poblado especial en Cali 2015,Departamento Administrativo de Planeación Municipal,2018-10-30T14:31:07.865058,2018-11-27T18:02:25.718787,Planeación,Español,Centro poblado,No aplica,No aplica,No aplica,10,22,3,http://datos.cali.gov.co/dataset/distribucion-de-vivienda-por-centro-poblado-especial-en-cali-2015
Estratificación socioeconómica urbana en Cali año 2015,Departamento Administrativo de Planeación Municipal,2018-10-30T14:37:02.146508,2018-11-27T18:01:53.153336,Planeación,Español,Municipal,No aplica,No aplica,No aplica,13,27,1,http://datos.cali.gov.co/dataset/estratificacion-socioeconomica-urbana-en-cali-ano-2015
Estratificación socioeconómica urbana por comunas en Cali año 2015,Departamento Administrativo de Planeación Municipal,2018-10-30T14:39:44.896030,2018-11-27T18:01:33.298276,Planeación,Español,Municipal,No aplica,No aplica,No aplica,362,625,3,http://datos.cali.gov.co/dataset/estratificacion-socioeconomica-urbana-por-comunas-en-cali-ano-2015
Registro único de vallas,Departamento Administrativo de Planeación Municipal,2018-10-29T16:01:40.818912,2018-11-27T17:57:20.224576,No Aplica,Español,Municipal,No aplica,https://planeacion.cali.gov.co/ruva/valla/descarga,No aplica,12,35,2,http://datos.cali.gov.co/dataset/registro-unico-de-vallas
"Datos abiertos de equipamientos de cementerios, camposantos y parques cementerios en el municipio de Santiago de Cali",Departamento Administrativo de Planeación Municipal,2018-10-29T16:08:21.730609,2018-11-27T17:57:03.723218,Planeación,Español,Municipal,No aplica,No aplica,No aplica,20,37,1,http://datos.cali.gov.co/dataset/datos-abiertos-equipamientos-cementerios-camposantos-parques-cementerios-municipio-santiago-cali
"Código único de identificación a nivel de vereda o sector de Cali, 2016",Departamento Administrativo de Planeación Municipal,2018-10-29T16:18:09.854239,2018-11-27T17:56:44.329408,Planeación,Español,Municipal,No aplica,No aplica,No aplica,29,35,2,http://datos.cali.gov.co/dataset/codigo-unico-de-identificacion-a-nivel-de-vereda-o-sector-de-cali-2016
"Código único de identificación a nivel de barrio Cali, 2016",Departamento Administrativo de Planeación Municipal,2018-10-29T16:20:45.102521,2018-11-27T17:56:24.462468,Planeación,Español,Municipal,No aplica,No aplica,No aplica,365,637,3,http://datos.cali.gov.co/dataset/codigo-unico-de-identificacion-a-nivel-de-barrio-cali-2016
Información geográfica de Cali,Departamento Administrativo de Planeación Municipal,2018-10-29T16:25:11.866018,2018-11-27T17:55:52.664950,Planeación,Español,Municipal,No aplica,No aplica,No aplica,47,87,1,http://datos.cali.gov.co/dataset/informacion-geografica-de-cali
Área barrios de Cali 2015,Departamento Administrativo de Planeación Municipal,2018-10-29T16:33:21.015401,2018-11-27T17:55:32.651976,Planeación,Español,Municipal,No aplica,No aplica,No aplica,118,206,5,http://datos.cali.gov.co/dataset/area-barrios-de-cali-2015
Proyecciones de población de Cali por comuna y corregimiento 2006-2020,Departamento Administrativo de Planeación Municipal,2018-10-29T16:50:17.556079,2018-11-27T17:54:57.112519,Estadísticas,Español,Municipal,No aplica,No aplica,No aplica,270,652,4,http://datos.cali.gov.co/dataset/proyecciones-de-poblacion-de-cali-por-comuna-y-corregimiento-2006-2020
"Población total censada en Cali, por área, según fecha de realización",Departamento Administrativo de Planeación Municipal,2018-10-29T16:58:33.741762,2018-11-27T17:54:43.930647,Estadísticas,Español,Municipal,No aplica,No aplica,No aplica,22,50,1,http://datos.cali.gov.co/dataset/poblacion-total-censada-en-cali-por-area-segun-fecha-de-realizacion
"Estimaciones de vivienda según total, cabecera y corregimientos en Cali",Departamento Administrativo de Planeación Municipal,2018-10-29T17:01:00.665740,2018-11-27T17:54:23.472618,Vivienda Ciudad y Territorio,Español,Municipal,No aplica,No aplica,No aplica,22,42,5,http://datos.cali.gov.co/dataset/estimaciones-de-vivienda-segun-total-cabecera-y-corregimientos-en-cali
Fuerza de trabajo y tasas en Cali - yumbo 1987-2016,Departamento Administrativo de Planeación Municipal,2018-10-29T17:03:39.480869,2018-11-27T17:54:02.425347,Vivienda Ciudad y Territorio,Español,Municipal,No aplica,No aplica,No aplica,36,69,3,http://datos.cali.gov.co/dataset/fuerza-de-trabajo-y-tasas-en-cali-yumbo-1987-2016
"Viviendas ocupadas ajustadas, por disponibilidad de servicios públicos, según áreas, 2005 en Cali",Departamento Administrativo de Planeación Municipal,2018-10-29T17:16:42.886094,2018-11-27T17:53:45.651741,Vivienda Ciudad y Territorio,Español,Municipal,No aplica,No aplica,No aplica,30,72,3,http://datos.cali.gov.co/dataset/viviendas-ocupadas-ajustadas-por-disponibilidad-de-servicios-publicos-segun-areas-2005-en-cali
Área a construir por usos 1987-2014 en Cali,Departamento Administrativo de Planeación Municipal,2018-10-29T17:19:59.334896,2018-11-27T17:53:29.100909,Planeación,Español,Municipal,No aplica,No aplica,No aplica,5,16,5,http://datos.cali.gov.co/dataset/area-a-construir-por-usos-1987-2014-en-cali
Consumo en el municipio de Cali 1987-2014,Departamento Administrativo de Planeación Municipal,2018-10-29T17:23:16.209941,2018-11-27T17:53:16.869428,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,13,31,1,http://datos.cali.gov.co/dataset/consumo-en-el-municipio-de-cali-1987-2014
"Índice de precios al consumidor en Cali, según grupos de bienes y servicios por nivel de ingreso alto 1999-2016",Departamento Administrativo de Planeación Municipal,2018-10-29T17:40:43.706031,2018-11-27T17:53:01.731161,"Comercio, Industria y Turismo",Español,Municipal,No aplica,No aplica,No aplica,4,16,3,http://datos.cali.gov.co/dataset/indice-precios-al-consumidor-cali-segun-grupos-bienes-y-servicios-por-nivel-ingreso-alto-1999-2016
"Licencias expedidas por usos en Cali, 1987-2014",Departamento Administrativo de Planeación Municipal,2018-10-29T17:44:58.583652,2018-11-27T17:52:35.507659,Planeación,Español,Municipal,No aplica,No aplica,No aplica,31,112,1,http://datos.cali.gov.co/dataset/licencias-expedidas-por-usos-en-cali-1987-2014
"Viviendas, barrios y urbanizaciones de Cali 1987-2016",Departamento Administrativo de Planeación Municipal,2018-10-29T17:48:34.128362,2018-11-27T17:52:21.212582,Planeación,Español,Municipal,No aplica,No aplica,No aplica,69,162,3,http://datos.cali.gov.co/dataset/viviendas-barrios-y-urbanizaciones-de-cali-1987-2016
Modalidades de contratación utilizadas por el DACP según el número de contratos durante la vigencia 2017,Departamento Administrativo de Contratación Pública,2018-10-28T18:19:59.256238,2018-11-23T20:39:47.109334,Estadísticas,Español,Municipal,Trimestral,No aplica,No aplica,46,98,5,http://datos.cali.gov.co/dataset/modalidades-contratacion-utilizadas-dacp-contratos-durante-la-vigencia-2017
Modalidades selección empleadas por el departamento administrativo de contratación pública del municipio de Santiago de Cali según número de contratos y valor de contratos durante la vigencia 2018,Departamento Administrativo de Contratación Pública,2018-10-28T18:24:25.309703,2018-11-23T20:39:27.987250,Hacienda y Crédito Público,Español,Municipal,Trimestral,http://www.cali.gov.co/contratacion/publicaciones/132450/reportes-de-contratacion-publica/,No aplica,22,57,1,http://datos.cali.gov.co/dataset/modalidades-departamento-contratacion-municipio-cali-contratos-contratos-durante-vigencia-2018
Principales contratistas del departamento administrativo de contratación pública del municipio de Santiago de Cali según valor de contratos durante las vigencias 2017-2018,Departamento Administrativo de Contratación Pública,2018-10-28T18:30:20.986499,2018-11-23T20:39:06.457806,Hacienda y Crédito Público,Español,Municipal,Semestral,No aplica,No aplica,47,86,4,http://datos.cali.gov.co/dataset/principales-contratistasde-cali-segun-valor-de-contratos-durante-las-vigencias-2017-2018
